comment,equipId,countAt,reset,grouping,shipNames,classNames,shipTypes,subEquipIds,subEquipCategories,subEquipIds2,subEquipCategories2,firepower,bombing,torpedo,antiair,ASW,evasion,LoS,armor,accuracy,range,lastModified,subEquipLevel,subEquipLevel2
艦偵共通,54|151|273,1,,1,,改伊勢型,軽空母|正規空母|装甲空母,,,,,0|0|0|0|1|1|1|1|1|1|2,,0,0,0,0,0|0|1|1|1|1|2|2|2|2|3,0,0,0,2021/08/05
,503,1,,,,改金剛型,,174,,,,,,1,,,,,,,,2026/07/21,6,
,503,1,,,,改金剛型,,174,,,,,,,,,,,,1,,2026/07/21,8,
,503,1,,,,改金剛型,,174,,,,1,,,,,,,,,,2026/07/21,10,
,503,1,,,,改金剛型,,571,,,,,,5,,,,,,,,2026/07/21,,
,503,1,,,,改金剛型,,571,,,,,,,,,,,,1,,2026/07/21,7,
,503,1,,,,改金剛型,,571,,,,1,,,,,,,,,,2026/07/21,10,
,503,1,,,,改金剛型,,,命中8電探,,,2,,,,,2,,,2,,2026/07/21,,
,503,1,,,金剛改二丙,,,,命中8電探,,,1,,,,,,,,,,2026/07/21,,
,503,1,,,榛名改二丙,,,,命中8電探,,,2,,,,,,,,,,2026/07/21,,
25mm対空機銃増備,505,*,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|Z1型|秋月型|Maestrale級|神風型|Ташкент級|J級|John C.Butler級|Fletcher級|改白露型|松型|改装陽炎型|改陽炎型|改夕雲型|改装白露型|Mogador級,,,,,,1,,,2,,2,,,,,2026/07/21,,
,505,*,,,Thonburi|Thonburi改|Norge|Norge改|Eidsvold|Eidsvold改,日振型|占守型|択捉型|御蔵型|丁型海防艦|鵜来型|改鵜来型,,,,,,1,,,1,,1,,,,,2026/07/21,,
,505,*,,,朝日|Киров|Киров改,球磨型|天龍型|長良型|川内型|夕張型|阿賀野型|香取型|大淀型|Town級|Gotland級|L.d.S.D.d.Abruzzi級|Atlanta級|Brooklyn級|De Ruyter級|Perth級|St. Louis級|改装球磨型|改阿賀野型|La Galissonnière級,,,,,,,,,1,,2,,,,,2026/07/21,,
,505,*,,,千歳|千代田|最上|千歳改|千代田改|千歳甲|千代田甲|最上改|三隈|三隈改|鈴谷|熊野|鈴谷改|熊野改|神威改|最上改二|三隈改二|鈴谷改二|熊野改二|最上改二特|三隈改二特,古鷹型|青葉型|妙高型|高雄型|利根型|Admiral Hipper級|秋津洲型|Zara級|瑞穂型|C.Teste級|日進型|Northampton級|New Orleans級,,,,,,,,,1,,1,,,,,2026/07/21,,
,505,1,,,時雨改三|吹雪改三|吹雪改三護(六式),,,,,,,2,,,3,,4,,,,,2026/07/21,,
,505,1,,,時雨改二|白露改二|矢矧改二乙|天津風改二|春雨改二,改陽炎型,,,,,,1,,,2,,3,,,,,2026/07/21,,
,505,1,,,雪風改|白露改|時雨改|夕立改二|村雨改二|丹陽,,,,,,,,,,2,,2,,,,,2026/07/21,,
,505,1,,,村雨改|夕立改|春雨改,,,,,,,,,,1,,2,,,,,2026/07/21,,
,505,1,,,響改|Верный|潮改二|初霜改二|朝霜改二補|霞改二|霞改二乙|磯風乙改|浜風乙改|朝霜改二,改夕雲型,,,,,,1,,,1,,1,,,,,2026/07/21,,
,505,1,,,涼波改二補|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,,,,,,,,,,1,,1,,,,,2026/07/21,,
,505,1,,,時雨改三|吹雪改三|吹雪改三護(六式),,,,対空電探,,,1,,,2,,3,,,,,2026/07/21,,
,505,1,,,時雨改二|初霜改二|白露改二|天津風改二|春雨改二,改陽炎型,,,対空電探,,,,,,2,,2,,,,,2026/07/21,,
,505,1,,,涼波改二補|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,,,,対空電探,,,,,,1,,2,,,,,2026/07/21,,
,505,1,,,天津風改二,改陽炎型|改装白露型,,,水上電探,,,1,,,,,1,,,,,2026/07/21,,
,505,*,,,白雪改二|初雪改二,,,,,,,,,,1,,1,,,,,2026/07/21,,
,505,*,,,白雪改二|初雪改二,,,,,,,1,,,,,1,,,,,2026/07/21,,
,505,*,,,白雪改二|初雪改二,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/21,,
電探装備マスト(13号改＋22号電探改四),506,1,,,時雨改三,,,,,,,2,,,2,,4,,,3,,2026/07/21,,
,506,1,,,時雨改二|白露改二|磯風乙改|浜風乙改|天津風改二|春雨改二,改陽炎型,,,,,,1,,,1,,3,,,2,,2026/07/21,,
,506,1,,,響改|Верный|潮改二|初霜改二|朝霜改二補|霞改二|霞改二乙|涼月改|冬月改|朝霜改二|花月改,改夕雲型,,,,,,1,,,1,,2,,,1,,2026/07/21,,
逆探(E27)＋22号対水上電探改四(後期調整型),517,1,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|日振型|秋月型|神風型|占守型|択捉型|改白露型|丁型海防艦|松型|改装陽炎型|改陽炎型|鵜来型|改夕雲型|改装白露型|改鵜来型,,,,,,,,,,,1,1,,1,,2026/07/21,,
,517,1,,,,夕雲型|改夕雲型,,,,,,1,,,,,,,,1,,2026/07/21,,
,517,1,,,清霜改二丁,,,,,,,2,,,,,3,2,,1,,2026/07/21,,
,517,1,,,響改|Верный|潮改二|初霜改二|朝霜改二補|霞改二|霞改二乙|朝霜改二|清霜改二|吹雪改三|吹雪改三護(六式),改陽炎型|改装白露型,,,,,,1,,,,,2,1,,1,,2026/07/21,,
,517,1,,,涼波改二補|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,,,,,,,1,,,,,1,,,1,,2026/07/21,,
,517,1,,,*,,,267|366,,,,1,,,,,,,,1,,2026/07/21,3,
,517,1,,,,夕雲型|改夕雲型,,267|366,,,,1,,,,,,,,1,,2026/07/21,3,
,517,1,,,*,,,450,,,,1,,,4,,3,,,1,,2026/07/21,4,
,517,1,,,*,,,,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,2026/07/21,,
,517,1,,,*,,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,2026/07/21,,
,517,1,,,*,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,,,,,,2026/07/21,,
,517,1,,,*,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
紫雲(熟練),521,*,,,,大淀型,,,,,,1,,,,,2,2,,,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,3,,,,,1,2,,,,2026/07/21,,
,521,*,,,大淀,,,,,,,1,,,,,2,2,,1,,2026/07/21,,
,521,*,,,大淀改,,,,,,,2,,,,,3,3,,2,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,3,,,1,,2,2,,3,,2026/07/21,,
,521,*,,,,大淀型,,,,,,,,,,,,,,0|1|1|1|1|1|1|1|1|1|1,,2026/07/21,,
,521,*,,,,大淀型,,,,,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,521,*,,,,大淀型,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,0|0|0|1|1|1|1|1|1|1|1,,,,2026/07/21,,
,521,*,,,,大淀型,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,521,*,,,,大淀型,,,,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,2026/07/21,,
,521,*,,,,大淀型,,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,2026/07/21,,
,521,*,,,,大淀型,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,,,,,,,,,0|1|1|1|1|1|1|1|1|1|1,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,0|0|0|1|1|1|1|1|1|1|1,,,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,2026/07/21,,
,521,*,,,三隈改二特,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
零式小型水上機,522|523,*,,1,伊19改|伊58改|伊8改|伊26改|伊36|伊36改,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜乙型改一,,,,,,,,1,,,5,3,,1,,2026/07/21,,
,522|523,*,,1,伊19改|伊58改|伊8改|伊26改|伊36|伊36改,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜乙型改一,,,,,,,,0|1|1|1|1|1|1|1|1|1|1,,,,,,,,2026/07/21,,
,522|523,*,,1,伊19改|伊58改|伊8改|伊26改|伊36|伊36改,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜乙型改一,,,,,,,,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,2026/07/21,,
,522|523,*,,1,伊19改|伊58改|伊8改|伊26改|伊36|伊36改,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜乙型改一,,,,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,522|523,*,,1,伊19改|伊58改|伊8改|伊26改|伊36|伊36改,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜乙型改一,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,2026/07/21,,
,522|523,*,,1,伊19改|伊58改|伊8改|伊26改|伊36|伊36改,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜乙型改一,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/21,,
,522|523,*,,1,伊19改|伊58改|伊8改|伊26改|伊36|伊36改,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜乙型改一,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,2026/07/21,,
零式小型水上機(熟練),523,*,,,伊19改|伊58改|伊8改|伊26改|伊36|伊36改,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜乙型改一,,,,,,,2,2,,,1,1,,1,,2026/07/21,,
35.6cm連装砲改三丙,530,*,,,金剛改二|比叡改二|榛名改二|霧島改二|榛名改二乙,,,,,,,2,,,,,,,,,,2026/07/21,,
,530,*,,,金剛改二丙|榛名改二丙,,,,,,,3,,,,,,,,,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,4,,,,,,,,,,2026/07/21,,
,530,*,,,金剛改二|比叡改二|榛名改二|霧島改二,,,,,,,,,,1,,,,,,,2026/07/21,,
,530,*,,,金剛改二丙|比叡改二丙|霧島改二丙|榛名改二丙,,,,,,,,,,2,,,,,,,2026/07/21,,
,530,*,,,榛名改二乙,,,,,,,,,,3,,,,,,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,1,,,,,,,,2,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,,,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,2026/07/21,,
,530,*,,,比叡改二丙|霧島改二丙,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,530,*,,,比叡改二|霧島改二|金剛改二丙|榛名改二丙,,,,,,,,,,,,,,,1,,2026/07/21,,
,530,*,,,比叡改二|霧島改二|金剛改二丙|榛名改二丙,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,530,*,,,比叡改二|霧島改二|金剛改二丙|榛名改二丙,,,,,,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,2026/07/21,,
,530,*,,,比叡改二|霧島改二|金剛改二丙|榛名改二丙,,,,,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,2026/07/21,,
,530,*,,,比叡改二|霧島改二|金剛改二丙|榛名改二丙,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,530,*,,,比叡改二|霧島改二|金剛改二丙|榛名改二丙,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,530,*,,,金剛改二|榛名改二|榛名改二乙,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,530,*,,,金剛改二|榛名改二|榛名改二乙,,,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,2026/07/21,,
,530,*,,,金剛改二|榛名改二|榛名改二乙,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,530,1,,,比叡改二丙|霧島改二丙,,,,水上電探,,,3,,,,,3,,,3,,2026/07/21,,
,530,2,,,比叡改二丙|霧島改二丙,,,,,,,,,,,,,,,2,,2026/07/21,,
,530,3,,,比叡改二丙|霧島改二丙,,,,,,,,,,,,,,,2,,2026/07/21,,
,530,3,,,霧島改二丙,,,,,,,3,,,,,,,,,,2026/07/21,,
,530,4,,,比叡改二丙|霧島改二丙,,,,,,,,,,,,,,,2,,2026/07/21,,
,530,1,,,金剛改二|比叡改二|榛名改二|霧島改二|金剛改二丙|榛名改二乙|榛名改二丙,,,,水上電探,,,2,,,,,2,,,2,,2026/07/21,,
,530,1,,,霧島改二丙,,,,水上電探,,,4,,,,,,,,,,2026/07/21,,
,530,1,,,霧島改二|金剛改二丙|比叡改二丙,,,,水上電探,,,3,,,,,,,,,,2026/07/21,,
,530,1,,,比叡改二|榛名改二丙,,,,水上電探,,,2,,,,,,,,,,2026/07/21,,
,530,1,,,金剛改二|榛名改二|榛名改二乙,,,,水上電探,,,1,,,,,,,,,,2026/07/21,,
,530,1,,,金剛改二|比叡改二|榛名改二|霧島改二,改金剛型,,,命中8電探,,,,,,,,,,,1,,2026/07/21,,
,530,1,,,,改金剛型,,174,,,,,,6,,,,,,,,2026/07/21,,
,530,1,,,,改金剛型,,174,,,,,,1,,,,,,,,2026/07/21,6,
,530,1,,,,改金剛型,,174,,,,,,,,,,,,1,,2026/07/21,8,
,530,1,,,,改金剛型,,174,,,,1,,,,,,,,,,2026/07/21,10,
,530,1,,,,改金剛型,,571,,,,,,7,,,,,,,,2026/07/21,,
,530,1,,,,改金剛型,,571,,,,,,,,,,,,1,,2026/07/21,7,
,530,1,,,,改金剛型,,571,,,,1,,,,,,,,,,2026/07/21,10,
,530,1,,,,改金剛型,,,命中8電探,,,2,,2,,,3,,,2,,2026/07/21,,
,530,1,,,金剛改二丙|比叡改二丙,,,,命中8電探,,,2,,,,,,,,,,2026/07/21,,
,530,1,,,榛名改二乙|榛名改二丙,,,,命中8電探,,,1,,,,,,,,,,2026/07/21,,
,530,1,,,霧島改二丙,,,,命中8電探,,,3,,,,,,,,,,2026/07/21,,
,530,2,,,,改金剛型,,,,,,,,,,,,,,1,,2026/07/21,,
13.8cm連装砲,534|535,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,2,,,,,,,,1,,2026/07/21,,
,534|535,*,,1,,Mogador級,,,,,,,,,,,,,,1,,2026/07/21,,
,534,*,,,Mogador改,,,535,,,,1,,,,,,,,,,2026/07/21,,
,535,*,,,Mogador改,,,,,,,1,,,,,,,,,,2026/07/21,,
,534|535,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,2026/07/21,,
,534|535,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,534|535,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,2026/07/21,,
,534|535,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,534|535,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/21,,
15.2cm三連装主砲,536|537,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,2,,,,,,,,1,,2026/07/21,,
,536|537,*,,1,,La Galissonnière級,,,,,,,,,,,,,,1,,2026/07/21,,
,536,*,,,Gloire改,,,537,,,,1,,,,,2,,,1,,2026/07/21,,
,537,*,,,Gloire改,,,,,,,1,,,,,2,,,1,,2026/07/21,,
,536|537,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,2026/07/21,,
,536|537,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,536|537,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,2026/07/21,,
,536|537,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,,,,2026/07/21,,
,536|537,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/21,,
,536|537,*,,1,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/21,,
零式水上偵察機11型甲改二,540,*,,,武蔵改二,改阿賀野型|改大和型,,,,,,,,,,,1,1,,,,2026/07/21,,
,540,*,,,最上改|三隈改|利根改二|筑摩改二|鈴谷改二|熊野改二|最上改二特,,,,,,,,,,,,1,1,,1,,2026/07/21,,
,540,*,,,阿武隈改二|鬼怒改二|由良改二|最上改二|三隈改二|三隈改二特,,,,,,,1,,,,,1,1,,1,,2026/07/21,,
,540,*,,,,千歳型|秋津洲型|日進型,,,,,,1,,,2,,2,2,,1,,2026/07/21,,
,540,*,,,,神威型|瑞穂型,,,,,,2,,,2,,2,2,,1,,2026/07/21,,
SBD VS-2(偵察飛行隊),543|544,*,,1,Lexington改|Lexington,,,,,,,4,,,1,,2,2,,2,,2026/07/21,,
,543|544,*,,1,Saratoga|Saratoga改|Saratoga Mk.II|Saratoga Mk.II Mod.2,,,,,,,2,,,1,,1,1,,1,,2026/07/21,,
,543|544,*,,1,,Yorktown級|Ranger級,,,,,,1,,,1,,1,,,1,,2026/07/21,,
,543|544,*,,1,Langley|Langley改,Casablanca級,,,,,,1,,,,,1,,,,,2026/07/21,,
SBD VS-2(偵察飛行隊),543,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,2026/07/21,,
,543,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,2026/07/21,,
,543,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,,,,,,2026/07/21,,
,543,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
10.2cm三連装副砲,566,*,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Illustrious級,,,,,,1,,,,,,,,1,,2026/07/21,,
,566,*,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Illustrious級,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,,,,2026/07/21,,
,566,*,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Illustrious級,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/21,,
,566,*,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Illustrious級,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,2026/07/21,,
,566,*,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Illustrious級,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,566,*,,,Glorious|Glorious改,,,,,,,1,,,,,2,,,1,,2026/07/21,,
,566,1,,,Glorious|Glorious改,,,190|192,,190|192,,3,,,1,,1,,,1,,2026/07/21,,
SCレーダー改(後期調整型),574,1,,,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,2,,,4,,4,,,3,,2026/07/21,,
,574,1,,,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/21,,
,574,1,,,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,574,1,,,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,2026/07/21,,
,574,1,,,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,574,1,,,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,2026/07/21,,
,574,1,,,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,574,1,,,有明|有明改|夕暮|夕暮改,,,,,,,2,,,4,,4,,,3,,2026/07/21,,
,574,1,,,有明|有明改|夕暮|夕暮改,,,,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/21,,
,574,1,,,有明|有明改|夕暮|夕暮改,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,574,1,,,有明|有明改|夕暮|夕暮改,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,2026/07/21,,
,574,1,,,有明|有明改|夕暮|夕暮改,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,574,1,,,有明|有明改|夕暮|夕暮改,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,2026/07/21,,
,574,1,,,有明|有明改|夕暮|夕暮改,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,574,1,,,,John C.Butler級|Fletcher級,,,,,,1,,,3,,3,,,2,,2026/07/21,,
,574,1,,,Fletcher改 Mod.2,,,,,,,,,,,,1,,,,,2026/07/21,,
,574,1,,,Fletcher Mk.II,,,,,,,,,,,,,,,1,,2026/07/21,,
,574,1,,,,John C.Butler級|Fletcher級,,,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/21,,
,574,1,,,,John C.Butler級|Fletcher級,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,574,1,,,,John C.Butler級|Fletcher級,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,2026/07/21,,
,574,1,,,,John C.Butler級|Fletcher級,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,574,1,,,,John C.Butler級|Fletcher級,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,2026/07/21,,
,574,1,,,,John C.Butler級|Fletcher級,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
61cm四連装(酸素)魚雷五型改三,577,*,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|秋月型|神風型|改白露型|松型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,,,1,,,,,,,,2026/07/21,,
,577,*,,,時雨改三|吹雪改三|吹雪改三護(六式),,,,,,,,,1,,,1,,,1,,2026/07/21,,
,577,*,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|秋月型|神風型|改白露型|松型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,2026/07/21,,
,577,*,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|秋月型|神風型|改白露型|松型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,2026/07/21,,
,577,*,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|秋月型|神風型|改白露型|松型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,2026/07/21,,
,577,*,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|秋月型|神風型|改白露型|松型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,577,*,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|秋月型|神風型|改白露型|松型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,水上電探,,,,,1,,,,,,2,,2026/07/21,,
